,nctId,phase,recruitment,therapies,title,Drug_id
30,NCT01269424,Phase I,Suspended,"[{'id': 2972, 'therapyName': 'O6-benzylguanine + Temozolomide'}]",O6-Benzylguanine and Temozolomide With MGMTP140K Genetically Modified Blood Stem Cells in Untreated Glioblastoma,843
31,NCT01858168,Phase I,Recruiting,"[{'id': 1438, 'therapyName': 'Olaparib + Temozolomide'}]",Phase I Study of Olaprib and Temozolomide for Ewings Sarcoma,843
32,NCT03139331,Phase I,Recruiting,"[{'id': 5635, 'therapyName': 'Pazopanib + Irinotecan + Temozolomide'}]",PAZIT Study for Children and Young Adults With Relapsed or Refractory Sarcoma,843
33,NCT01465659,Phase Ib/II,Recruiting,"[{'id': 2040, 'therapyName': 'Pazopanib + Temozolomide'}]",Temozolomide and Pazopanib Hydrochloride in Treating Patients With Advanced Pancreatic Neuroendocrine Tumors That Cannot Be Removed By Surgery,843
34,NCT03197506,Phase II,Recruiting,"[{'id': 5221, 'therapyName': 'Pembrolizumab + Temozolomide'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab and Standard Therapy in Treating Patients With Glioblastoma,843
35,NCT03018288,Phase II,Recruiting,"[{'id': 5221, 'therapyName': 'Pembrolizumab + Temozolomide'}, {'id': 5220, 'therapyName': 'Pembrolizumab + Temozolomide + Vitespen'}]",Radiation Therapy Plus Temozolomide and Pembrolizumab With and Without HSPPC-96 in Newly Diagnosed Glioblastoma (GBM),843
36,NCT02871843,Phase I,Recruiting,"[{'id': 4596, 'therapyName': 'RRx-001 + Temozolomide'}]",Phase 1 Two Part Dose Escalation Trial of RRx-001 + Radiation + Temozolomide and RRx-001 + Temozolomide Post-RT In Newly Diagnosed Glioblastoma and Anaplastic Gliomas (G-FORCE-1),843
37,NCT02928575,Phase II,Recruiting,"[{'id': 4905, 'therapyName': 'Sunitinib + Temozolomide'}]","Combining Sunitinib, Temozolomide and Radiation to Treat Patients Diagnosed With Glioblastoma",843
38,NCT02116777,Phase Ib/II,Recruiting,"[{'id': 1377, 'therapyName': 'Talazoparib + Temozolomide'}]",BMN-673 and Temozolomide in Treating Younger Patients With Refractory or Recurrent Malignancies,843
39,NCT02049593,Phase I,"Active, not recruiting","[{'id': 1377, 'therapyName': 'Talazoparib + Temozolomide'}, {'id': 1378, 'therapyName': 'Irinotecan + Talazoparib'}]",PARP Inhibitor BMN-673 and Temozolomide or Irinotecan Hydrochloride in Treating Patients With Locally Advanced or Metastatic Solid Tumors,843
40,NCT02530502,Phase Ib/II,"Active, not recruiting","[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Radiation Therapy With Temozolomide and Pembrolizumab in Treating Patients With Newly Diagnosed Glioblastoma,843
41,NCT01514201,Phase Ib/II,"Active, not recruiting","[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 954, 'therapyName': 'Veliparib'}]","Veliparib, Radiation Therapy, and Temozolomide in Treating Younger Patients With Newly Diagnosed Diffuse Pontine Gliomas",843
42,NCT02311920,Phase I,"Active, not recruiting","[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 779, 'therapyName': 'Ipilimumab'}]",Temozolomide in Combination With Ipilimumab and/or Nivolumab in Treating Patients With Newly Diagnosed Glioblastoma or Gliosarcoma,843
43,NCT02179086,Phase II,Recruiting,"[{'id': 1141, 'therapyName': 'Temozolomide'}]",Dose-Escalated Photon IMRT or Proton Beam Radiation Therapy Versus Standard-Dose Radiation Therapy and Temozolomide in Treating Patients With Newly Diagnosed Glioblastoma,843
44,NCT01800695,Phase I,Completed,"[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 976, 'therapyName': 'ABT-414'}]",Evaluating the Safety and Pharmacokinetics of ABT-414 for Subjects With Glioblastoma Multiforme,843
45,NCT01835145,Phase II,"Active, not recruiting","[{'id': 1154, 'therapyName': 'Dacarbazine'}, {'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 998, 'therapyName': 'cabozantinib'}]",Cabozantinib-S-Malate Compared With Temozolomide or Dacarbazine in Treating Patients With Melanoma of the Eye,843
46,NCT01430351,Phase I,"Active, not recruiting","[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 1784, 'therapyName': 'Memantine'}, {'id': 1031, 'therapyName': 'Metformin'}, {'id': 1785, 'therapyName': 'Mefloquine'}]","Phase I Factorial Trial of Temozolomide, Memantine, Mefloquine, and Metformin for Post-Radiation Therapy (RT) Glioblastoma Multiforme (GBM)",843
47,NCT02052648,Phase Ib/II,Recruiting,"[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 2976, 'therapyName': 'indoximod'}]",Study of IDO Inhibitor and Temozolomide for Adult Patients With Primary Malignant Brain Tumors,843
48,NCT02137759,Phase II,Recruiting,"[{'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",MRSI to Predict Response to RT/TMZ and Vorinostat in GBM,843
49,NCT01638546,Phase II,Completed,"[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 954, 'therapyName': 'Veliparib'}]",Temozolomide With or Without Veliparib in Treating Patients With Relapsed or Refractory Small Cell Lung Cancer,843
50,NCT02366728,,Recruiting,"[{'id': 5985, 'therapyName': 'Basiliximab'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",DC Migration Study for Newly-Diagnosed GBM,843
51,NCT02392793,Phase I,Recruiting,"[{'id': 1378, 'therapyName': 'Irinotecan + Talazoparib'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",Talazoparib Plus Irinotecan With or Without Temozolomide in Children With Refractory or Recurrent Solid Malignancies,843
52,NCT02510950,Phase I,Recruiting,"[{'id': 1873, 'therapyName': 'Sargramostim'}, {'id': 2595, 'therapyName': 'poly ICLC  '}, {'id': 1141, 'therapyName': 'Temozolomide'}]",Neoepitope-based Personalized Vaccine Approach in Patients With Newly Diagnosed Glioblastoma,843
53,NCT02023905,Phase II,Recruiting,"[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 735, 'therapyName': 'Everolimus'}]",Everolimus With and Without Temozolomide in Adult Low Grade Glioma,843
54,NCT02446704,Phase Ib/II,"Active, not recruiting","[{'id': 837, 'therapyName': 'Olaparib'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",Study of Olaparib and Temozolomide in Patients With Recurrent Small Cell Lung Cancer Following Failure of Prior Chemotherapy,843
55,NCT01409174,Phase Ib/II,Terminated,"[{'id': 700, 'therapyName': 'Cisplatin'}, {'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 1167, 'therapyName': 'Aldesleukin'}, {'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 1299, 'therapyName': 'Interferon alfa-2b '}]",IPI Biochemotherapy for Chemonaive Patients With Metastatic Melanoma,843
56,NCT02152982,Phase II,Suspended,"[{'id': 954, 'therapyName': 'Veliparib'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",Temozolomide With or Without Veliparib in Treating Patients With Newly Diagnosed Glioblastoma Multiforme,843
57,NCT02573324,Phase II,Recruiting,"[{'id': 976, 'therapyName': 'ABT-414'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",A Study of ABT-414 in Subjects With Newly Diagnosed Glioblastoma (GBM) With Epidermal Growth Factor Receptor (EGFR) Amplification,843
58,NCT01790503,Phase Ib/II,"Active, not recruiting","[{'id': 874, 'therapyName': 'PLX3397'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",A Phase 1b/2 Study of PLX3397 + Radiation Therapy + Temozolomide in Patients With Newly Diagnosed Glioblastoma,843
59,NCT02617589,Phase III,Recruiting,"[{'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 1141, 'therapyName': 'Temozolomide'}]","Study of Nivolumab Versus Temozolomide, Given With Radiation Therapy, for Newly-diagnosed Patients With Glioblastoma (GBM, a Malignant Brain Cancer) (CheckMate 498)",843
60,NCT00492687,Phase II,Unknown status,"[{'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]","Radiation Therapy, Temozolomide, Tamoxifen, and Carboplatin in Treating Patients With Malignant Gliomas",843
61,NCT02414165,Phase II,"Active, not recruiting","[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 2075, 'therapyName': 'Lomustine'}, {'id': 3211, 'therapyName': 'Toca 511 + Toca FC'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",P2/3 Randomized Study of Toca 511 & Toca FC Versus SOC in Subjects Undergoing Surgery for Recurrent GBM/AA (Toca5),843
62,NCT02502708,Phase I,Recruiting,"[{'id': 2976, 'therapyName': 'indoximod'}, {'id': 1141, 'therapyName': 'Temozolomide'}]","Study of the IDO Pathway Inhibitor, Indoximod, and Temozolomide for Pediatric Patients With Primary Malignant Brain Tumors",843
63,NCT02315534,Phase Ib/II,Recruiting,"[{'id': 2057, 'therapyName': 'BBI608'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",A Study of BBI608 in Combination With Temozolomide in Adult Patients With Recurrent or Progressed Glioblastoma,843
64,NCT02340156,Phase II,Recruiting,"[{'id': 2518, 'therapyName': 'SGT-53'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",Phase II Study of Combined Temozolomide and SGT-53 for Treatment of Recurrent Glioblastoma,843
65,NCT01977677,Phase Ib/II,"Active, not recruiting","[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 1756, 'therapyName': 'Plerixafor'}]",Plerixafor After Radiation Therapy and Temozolomide in Treating Patients With Newly Diagnosed High Grade Glioma,843
66,NCT01390948,Phase II,"Active, not recruiting","[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",A Study of Avastin (Bevacizumab) in Combination With Temolozomide (TMZ) and Radiotherapy in Paediatric and Adolescent Patients With High-Grade Glioma,843
67,NCT02343406,Phase II,Recruiting,"[{'id': 2075, 'therapyName': 'Lomustine'}, {'id': 976, 'therapyName': 'ABT-414'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",ABT-414 Alone or ABT-414 Plus Temozolomide vs. Lomustine or Temozolomide for Recurrent Glioblastoma,843
68,NCT02010606,Phase I,"Active, not recruiting","[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",Phase I Study of a Dendritic Cell Vaccine for Patients With Either Newly Diagnosed or Recurrent Glioblastoma,843
69,NCT02015728,Phase I,"Active, not recruiting","[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1804, 'therapyName': 'Temozolomide + Etoposide'}, {'id': 920, 'therapyName': 'Sorafenib'}]",Selecting Patient-Specific Biologically Targeted Therapy for Pediatric Patients With Refractory Or Recurrent Brain Tumors,843
70,NCT02203526,Phase I,Suspended,"[{'id': 1607, 'therapyName': 'Temozolomide + Etoposide + Doxil + Dexamethasone + Ibrutinib'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 897, 'therapyName': 'Rituximab'}]","Phase 1 Study of Ibrutinib and Immuno-Chemotherapy Using Dose-Adjusted-Temozolomide, Etoposide, Doxil, Dexamethasone, Ibrutinib,Rituximab (DA-TEDDI-R) in Primary CNS Lymphoma",843
71,NCT01217437,Phase II,"Active, not recruiting","[{'id': 1462, 'therapyName': 'Temozolomide + Irinotecan'}, {'id': 1463, 'therapyName': 'Temozolomide + Irinotecan + Bevacizumab'}]",Temozolomide and Irinotecan Hydrochloride With or Without Bevacizumab in Treating Young Patients With Recurrent or Refractory Medulloblastoma or CNS Primitive Neuroectodermal Tumors,843
72,NCT01767194,Phase II,Suspended,"[{'id': 2286, 'therapyName': 'Dinutuximab  '}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1462, 'therapyName': 'Temozolomide + Irinotecan'}]",Irinotecan Hydrochloride and Temozolomide With Temsirolimus or Monoclonal Antibody Ch14.18 in Treating Younger Patients With Refractory or Relapsed Neuroblastoma,843
73,NCT01189643,Phase I,"Active, not recruiting","[{'id': 1463, 'therapyName': 'Temozolomide + Irinotecan + Bevacizumab'}]","Irinotecan, Temozolomide and Bevacizumab in Combination With Existing High Dose Alkylator Based Chemotherapy for Treatment of Newly Diagnosed Patients With Desmoplastic Small Round Cell Tumor",843
74,NCT00876993,Phase I,Completed,"[{'id': 1463, 'therapyName': 'Temozolomide + Irinotecan + Bevacizumab'}]",Study of Irinotecan and Bevacizumab With Temozolomide in Refractory/Relapsed Central Nervous System (CNS) Tumors,843
75,NCT02942264,Phase Ib/II,Recruiting,"[{'id': 5836, 'therapyName': 'TG02'}, {'id': 5851, 'therapyName': 'Temozolomide + TG02'}]",TG02 Plus Dose-Dense or Metronomic Temozolomide Followed by Randomized Phase II Trial of TG02 Plus Temozolomide Versus Temozolomide Alone in Adults With Recurrent Anaplastic Astrocytoma and Glioblastoma,843
76,NCT03190967,Phase Ib/II,Recruiting,"[{'id': 1402, 'therapyName': 'trastuzumab emtansine'}, {'id': 5932, 'therapyName': 'Temozolomide + Trastuzumab emtansine'}]",T-DM1 Alone Versus T-DM1 and Metronomic Temozolomide in Secondary Prevention of HER2-Positive Breast Cancer Brain Metastases Following Stereotactic Radiosurgery,843
77,NCT01827384,Phase II,Recruiting,"[{'id': 1194, 'therapyName': 'MK-1775 + Carboplatin '}, {'id': 1193, 'therapyName': 'Veliparib + Temozolomide'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 2, 'therapyName': 'Trametinib'}]",Molecular Profiling-Based Targeted Therapy in Treating Patients With Advanced Solid Tumors,843
78,NCT01506609,Phase II,"Active, not recruiting","[{'id': 1193, 'therapyName': 'Veliparib + Temozolomide'}, {'id': 1544, 'therapyName': 'Carboplatin + Etoposide + Veliparib'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}]",The Study Evaluating Efficacy And Tolerability Of Veliparib in Combination With Temozolomide or In Combination With Carboplatin and Paclitaxel Versus Placebo in Subjects With BRCA1 and BRCA2 Mutation and Metastatic Breast Cancer,843
79,NCT01946529,Phase II,"Active, not recruiting","[{'id': 1433, 'therapyName': 'Vincristine + Doxorubicin + Cyclophosphamide + Ifosfamide + Etoposide'}, {'id': 1434, 'therapyName': 'Vincristine + Doxorubicin + Cyclophosphamide + Ifosfamide + Etoposide + others'}]",Therapeutic Trial for Patients With Ewing Sarcoma Family of Tumor and Desmoplastic Small Round Cell Tumors,843
80,NCT01528046,Phase I,Recruiting,"[{'id': 1031, 'therapyName': 'Metformin'}, {'id': 1826, 'therapyName': 'Vincristine + Irinotecan + Temozolomide '}]",Metformin in Children With Relapsed or Refractory Solid Tumors,843
0,NCT00761644,Phase I,"Active, not recruiting","[{'id': 1121, 'therapyName': 'Bevacizumab + Temsirolimus + Doxil'}]","Doxil, Bevacizumab and Temsirolimus Trial",4727
1,NCT02389309,Phase I,Recruiting,"[{'id': 2697, 'therapyName': 'Cyclophosphamide + Dasatinib + Temsirolimus'}]","A Trial of Dasatinib (PDGFR and SRC Inhibitor), Temsirolimus and Cyclophosphamide in Patients With Advanced Solid Tumors",4727
2,NCT00909831,Phase I,"Active, not recruiting","[{'id': 2302, 'therapyName': 'Hydroxychloroquine + Temsirolimus '}]",Hydroxychloroquine and Temsirolimus in Treating Patients With Metastatic Solid Tumors That Have Not Responded to Treatment,4727
3,NCT00980460,Phase III,Recruiting,"[{'id': 2298, 'therapyName': 'Irinotecan + Temsirolimus + Vincristine'}, {'id': 2297, 'therapyName': 'Cisplatin + Fluorouracil + Vincristine'}, {'id': 1009, 'therapyName': 'Doxorubicin'}]",Risk-Based Therapy in Treating Younger Patients With Newly Diagnosed Liver Cancer,4727
4,NCT01375829,Phase I,"Active, not recruiting","[{'id': 1263, 'therapyName': 'ixabepilone + temsirolimus'}]",Ixabepilone and Temsirolimus in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery,4727
5,NCT02238496,Phase II,"Active, not recruiting","[{'id': 2194, 'therapyName': 'Perifosine + Temsirolimus'}]",Perifosine and Torisel (Temsirolimus) for Recurrent/Progressive Malignant Gliomas,4727
6,NCT01687673,Phase II,"Active, not recruiting","[{'id': 2388, 'therapyName': 'Sorafenib + Temsirolimus'}]",Phase II Combination of Temsirolimus and Sorafenib in Advanced Hepatocellular Carcinoma,4727
7,NCT01087554,Phase I,"Active, not recruiting","[{'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 917, 'therapyName': 'Sirolimus'}, {'id': 1077, 'therapyName': 'Vorinostat'}]",Sirolimus or Everolimus or Temsirolimus and Vorinostat in Advanced Cancer,4727
8,NCT01396408,Phase II,"Active, not recruiting","[{'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 930, 'therapyName': 'Sunitinib'}]",A Phase II Study of Sunitinib or Temsirolimus in Patients With Advanced Rare Tumours,4727
9,NCT02423954,Phase Ib/II,"Active, not recruiting","[{'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 1074, 'therapyName': 'Irinotecan'}]",Study of Nivolumab Plus Chemotherapy in Patients With Advanced Cancer (NivoPlus),4727
10,NCT02420613,Phase I,Recruiting,"[{'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 936, 'therapyName': 'Temsirolimus'}]",Study of Suberoylanilide Hydroxamic Acid (SAHA) With Temsirolimus in Children With Diffuse Intrinsic Pontine Glioma (DIPG),4727
11,NCT02446431,Phase I,Recruiting,"[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1076, 'therapyName': 'Valproic acid'}]",Metronomic Therapy for Pediatric Patients With Solid Tumors at High Risk of Recurrence,4727
12,NCT01517243,Phase II,Unknown status,"[{'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 930, 'therapyName': 'Sunitinib'}]",Phase II Study of Alternating Sunitinib and Temsirolimus,4727
13,NCT02693535,Phase II,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}, {'id': 890, 'therapyName': 'Regorafenib'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 690, 'therapyName': 'Bosutinib'}, {'id': 850, 'therapyName': 'Palbociclib'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1389, 'therapyName': 'Trastuzumab + Pertuzumab'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 837, 'therapyName': 'Olaparib'}, {'id': 4, 'therapyName': 'Erlotinib'}]",TAPUR: Testing the Use of Food and Drug Administration (FDA) Approved Drugs That Target a Specific Abnormality in a Tumor Gene in People With Advanced Stage Cancer,4727
14,NCT02788201,Phase II,Recruiting,"[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 1154, 'therapyName': 'Dacarbazine'}, {'id': 640, 'therapyName': 'Arsenic trioxide'}, {'id': 1022, 'therapyName': 'Idarubicin'}, {'id': 1133, 'therapyName': 'Mitomycin C'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1013, 'therapyName': 'epirubicin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1137, 'therapyName': 'Bleomycin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 751, 'therapyName': 'Gefitinib'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 2075, 'therapyName': 'Lomustine'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 1441, 'therapyName': 'Ifosfamide'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 781, 'therapyName': 'Ixabepilone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 650, 'therapyName': 'Decitabine'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 2950, 'therapyName': 'Estramustine'}, {'id': 1941, 'therapyName': 'Floxuridine'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 1811, 'therapyName': 'Carmustine'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 829, 'therapyName': 'Nilotinib'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 953, 'therapyName': 'Vandetanib'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 4419, 'therapyName': 'Toremifine'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 2601, 'therapyName': 'Dactinomycin'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 1075, 'therapyName': 'romidepsin'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 942, 'therapyName': 'Topotecan'}, {'id': 3035, 'therapyName': 'Chlorambucil'}, {'id': 3161, 'therapyName': 'Pentostatin'}, {'id': 728, 'therapyName': 'Eribulin'}, {'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 342, 'therapyName': 'Vemurafenib'}, {'id': 1750, 'therapyName': 'Hydroxyurea'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 2635, 'therapyName': 'Vinblastine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1877, 'therapyName': 'Tretinoin  '}, {'id': 1746, 'therapyName': 'Clofarabine'}, {'id': 4305, 'therapyName': 'Teniposide'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 4304, 'therapyName': 'Streptozocin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1231, 'therapyName': 'Bendamustine'}, {'id': 4303, 'therapyName': 'Mechlorethamine'}, {'id': 4302, 'therapyName': 'Mitotane'}]",Genomic Based Assignment of Therapy in Advanced Urothelial Carcinoma,4727
