,nctId,phase,recruitment,therapies,title,Therapies_id
196,NCT03004183,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 5172, 'therapyName': 'AdV-tk + Valacyclovir'}]",SBRT and Oncolytic Virus Therapy Before Pembrolizumab for Metastatic TNBC and NSCLC,1447
197,NCT02324582,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",MK-3475/BCG in High Risk Superficial Bladder Cancer,1447
198,NCT02483247,Phase Ib/II,Recruiting,"[{'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1945, 'therapyName': 'BBI503'}]",A Study of BBI503 in Combination With Selected Anti-Cancer Therapeutics in Adult Patients With Advanced Cancer,1447
199,NCT02089685,Phase Ib/II,Recruiting,"[{'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 2624, 'therapyName': 'peginterferon alfa-2b'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Safety and Tolerability of Pembrolizumab (MK-3475) + Pegylated Interferon Alfa-2b and Pembrolizumab+ Ipilimumab in Participants With Advanced Melanoma or Renal Cell Carcinoma (MK-3475-029/KEYNOTE-29),1447
200,NCT02331368,Phase II,"Active, not recruiting","[{'id': 1164, 'therapyName': 'lenalidomide'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Phase 2 Multi-center Study of Anti-PD-1 During Lymphopenic State After HDT/ASCT for Multiple Myeloma,1447
201,NCT02853344,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) Monotherapy in Locally Advanced/Metastatic Renal Cell Carcinoma (MK-3475-427/KEYNOTE-427),1447
202,NCT02581982,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1103, 'therapyName': 'Paclitaxel'}]",Paclitaxel and Pembrolizumab in Treating Patients With Refractory Metastatic Urothelial Cancer,1447
203,NCT03302234,Phase III,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2106, 'therapyName': 'Ipilimumab + Pembrolizumab '}]",Study of Pembrolizumab Given With Ipilimumab or Placebo in Participants With Untreated Metastatic Non-small Cell Lung Cancer (MK-3475-598/KEYNOTE-598),1447
204,NCT02818920,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Neoadjuvant Pembrolizumab,1447
205,NCT02335424,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) in Participants With Advanced Urothelial Cancer (MK-3475-052/KEYNOTE-52),1447
206,NCT02296684,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 700, 'therapyName': 'Cisplatin'}]",Immunotherapy With MK-3475 in Surgically Resectable Head and Neck Squamous Cell Carcinoma,1447
207,NCT02337491,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2119, 'therapyName': 'Bevacizumab + Pembrolizumab'}]",Pembrolizumab +/- Bevacizumab for Recurrent GBM,1447
208,NCT02971956,Phase II,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Phase II Study of Pembrolizumab in Refractory Advanced Esophageal Cancer,1447
209,NCT02575404,Phase I,Recruiting,"[{'id': 2975, 'therapyName': 'GR-MD-02'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",GR-MD-02 Plus Pembrolizumab in Melanoma Patients,1447
210,NCT02971748,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Study of Anti-PD-1 (Pembrolizumab) + Hormonal Therapy in HR-positive Localized IBC Patients With Non-pCR to Neoadjuvant Chemotherapy,1447
211,NCT02644369,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of the Effects of Pembrolizumab in Patients With Advanced Solid Tumors,1447
212,NCT02721732,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study for the Evaluation of Efficacy of Pembrolizumab (MK-3475) in Patients With Rare Tumors,1447
213,NCT02641093,Phase II,Recruiting,"[{'id': 700, 'therapyName': 'Cisplatin'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Phase II Trial of Adjuvant Cisplatin and Radiation With Pembrolizumab in Resected Head and Neck Squamous Cell Carcinoma,1447
214,NCT02501096,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 792, 'therapyName': 'Lenvatinib'}]",Phase 1b/2 Trial of Lenvatinib (E7080) Plus Pembrolizumab in Subjects With Selected Solid Tumors,1447
215,NCT02949219,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Patients With Small Bowel Adenocarcinoma That is Metastatic or Locally Advanced and Cannot Be Removed by Surgery,1447
216,NCT02085070,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",MK-3475 in Melanoma and NSCLC Patients With Brain Metastases,1447
217,NCT02339324,Phase I,"Active, not recruiting","[{'id': 1299, 'therapyName': 'Interferon alfa-2b '}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Neoadjuvant Combination Biotherapy With Pembrolizumab and High Dose IFN-alfa2b,1447
218,NCT03217071,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab With and Without Radiotherapy for Non-Small Cell Lung Cancer,1447
219,NCT02382406,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2634, 'therapyName': 'Carboplatin + nab-paclitaxel'}]",Carboplatin/Nab-Paclitaxel and MK-3475 in NSCLC,1447
220,NCT02693535,Phase II,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}, {'id': 890, 'therapyName': 'Regorafenib'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 690, 'therapyName': 'Bosutinib'}, {'id': 850, 'therapyName': 'Palbociclib'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1389, 'therapyName': 'Trastuzumab + Pertuzumab'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 837, 'therapyName': 'Olaparib'}, {'id': 4, 'therapyName': 'Erlotinib'}]",TAPUR: Testing the Use of Food and Drug Administration (FDA) Approved Drugs That Target a Specific Abnormality in a Tumor Gene in People With Advanced Stage Cancer,1447
221,NCT02399371,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Patients With Malignant Mesothelioma,1447
222,NCT02787005,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) in Participants With Metastatic Castration-Resistant Prostate Cancer (mCRPC) Previously Treated With Chemotherapy (MK-3475-199/KEYNOTE-199),1447
223,NCT03279692,Phase II,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Phase II Trial of Pembrolizumab in Recurrent or Residual High Grade Meningioma,1447
224,NCT02454179,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1605, 'therapyName': 'Acalabrutinib'}]",Study of the Combination of ACP-196 and Pembrolizumab in Subjects With Advanced Head and Neck Squamous Cell Carcinoma,1447
225,NCT02364076,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",MK-3475 in Patients With Thymic Carcinoma,1447
226,NCT03190213,Phase II,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab for the Treatment of Recurrent High Grade Neuroendocrine Carcinoma (Pembro NEC),1447
227,NCT02591654,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",MRI/PET Imaging to Assess Response to Pembrolizumab in Metastatic Melanoma,1447
228,NCT02684292,Phase III,Recruiting,"[{'id': 2486, 'therapyName': 'Brentuximab vedotin'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) vs. Brentuximab Vedotin in Participants With Relapsed or Refractory Classical Hodgkin Lymphoma (MK-3475-204/KEYNOTE-204),1447
229,NCT02054806,Phase I,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) in Participants With Advanced Solid Tumors (MK-3475-028/KEYNOTE-28),1447
230,NCT03290079,Phase II,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Advanced Poorly Differentiated and/or High Grade Neuroendocrine Tumors/Carcinomas,1447
231,NCT02609503,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab + Radiation for Locally Adv SCC of the Head and Neck (SCCHN) Not Eligible Cisplatin,1447
232,NCT02755272,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2667, 'therapyName': 'Carboplatin + Gemcitabine'}]",A Study of Pembrolizumab With Carboplatin and Gemcitabine in Patients With Metastatic Triple Negative Breast Cancer,1447
233,NCT02220894,Phase III,Recruiting,"[{'id': 854, 'therapyName': 'Pemetrexed'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of MK-3475 (Pembrolizumab) Versus Platinum-based Chemotherapy for Participants With PD-L1-positive Advanced or Metastatic Non-small Cell Lung Cancer (MK-3475-042/KEYNOTE-042),1447
234,NCT02178722,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2575, 'therapyName': 'Epacadostat'}]","A Phase 1/2 Study Exploring the Safety, Tolerability, and Efficacy of MK-3475 in Combination With INCB024360 in Subjects With Selected Solid Tumors and Advanced NSCLC (INCB 24360-202 / MK-3475-037 / KEYNOTE-037)",1447
235,NCT02179918,Phase I,Completed,"[{'id': 5086, 'therapyName': 'Utomilumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Study Of 4-1BB Agonist PF-05082566 Plus PD-1 Inhibitor MK-3475 In Patients With Solid Tumors (B1641003/KEYNOTE-0036),1447
236,NCT02880345,Phase 0,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",RADVAX: A Trial of Combined Pembrolizumab and Hypofractionated Radiation in Patients With Advanced Urothelial Cancer Who Have Progressed on Anti-PD-1/PD-L1 Monotherapy,1447
237,NCT02987166,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",HDCRT Plus Pembrolizumab in Advanced Malignancies (UVA-AM-001),1447
0,NCT02879760,Phase Ib/II,Recruiting,"[{'id': 5085, 'therapyName': 'Pembrolizumab + Ad-MAGEA3 + MG1-MAGEA3'}]",Oncolytic MG1-MAGEA3 With Ad-MAGEA3 Vaccine in Combination With Pembrolizumab for Non-Small Cell Lung Cancer Patients,5085
0,NCT03126630,Phase Ib/II,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 5596, 'therapyName': 'Pembrolizumab + Anetumab ravtansine'}]",Pembrolizumab With or Without Anetumab Ravtansine in Treating Patients With Mesothelin-Positive Pleural Mesothelioma,5596
0,NCT03149822,Phase Ib/II,Not yet recruiting,"[{'id': 5680, 'therapyName': 'Pembrolizumab + Cabozantinib'}]",Study of Pembrolizumab and Cabozantinib in Patients With Metastatic Renal Cell Carcinoma,5680
0,NCT02713373,Phase Ib/II,Recruiting,"[{'id': 1910, 'therapyName': 'Pembrolizumab + Cetuximab'}]",Cetuximab and Pembrolizumab in Treating Patients With Colorectal Cancer That is Metastatic or Cannot Be Removed by Surgery,1910
1,NCT03082534,Phase II,Recruiting,"[{'id': 1910, 'therapyName': 'Pembrolizumab + Cetuximab'}]",Pembrolizumab Combined With Cetuximab for Treatment of Recurrent/Metastatic Head & Neck Squamous Cell Carcinoma,1910
2,NCT02318901,Phase Ib/II,"Active, not recruiting","[{'id': 1909, 'therapyName': 'Pembrolizumab + trastuzumab emtansine'}, {'id': 1908, 'therapyName': 'Pembrolizumab + Trastuzumab'}, {'id': 1910, 'therapyName': 'Pembrolizumab + Cetuximab'}]",Pembrolizumab and Monoclonal Antibody Therapy in Advanced Cancer,1910
0,NCT02130466,Phase Ib/II,Recruiting,"[{'id': 1450, 'therapyName': 'Pembrolizumab + Trametinib'}, {'id': 1448, 'therapyName': 'Pembrolizumab + Dabrafenib'}, {'id': 1449, 'therapyName': 'Pembrolizumab + Dabrafenib + Trametinib'}]",A Study of the Safety and Efficacy of Pembrolizumab (MK-3475) in Combination With Trametinib and Dabrafenib in Participants With Advanced Melanoma (MK-3475-022),1448
0,NCT03149029,Phase II,Not yet recruiting,"[{'id': 1449, 'therapyName': 'Pembrolizumab + Dabrafenib + Trametinib'}, {'id': 1450, 'therapyName': 'Pembrolizumab + Trametinib'}]",Abbreviated MAPK Targeted Therapy Plus Pembrolizumab in Melanoma,1449
1,NCT02130466,Phase Ib/II,Recruiting,"[{'id': 1450, 'therapyName': 'Pembrolizumab + Trametinib'}, {'id': 1448, 'therapyName': 'Pembrolizumab + Dabrafenib'}, {'id': 1449, 'therapyName': 'Pembrolizumab + Dabrafenib + Trametinib'}]",A Study of the Safety and Efficacy of Pembrolizumab (MK-3475) in Combination With Trametinib and Dabrafenib in Participants With Advanced Melanoma (MK-3475-022),1449
0,NCT02996474,Phase Ib/II,Recruiting,"[{'id': 5127, 'therapyName': 'Pembrolizumab + Decitabine'}]",Pembrolizumab and Decitabine for Refractory or Relapsed Acute Myeloid Leukemia,5127
0,NCT03029403,Phase II,Not yet recruiting,"[{'id': 5266, 'therapyName': 'Pembrolizumab + DPX-Survivac + Cyclophosphamide'}]","Phase 2 Study of Pembrolizumab, DPX-Survivac Vaccine and Cyclophosphamide in Advanced Ovarian, Primary Peritoneal or Fallopian Tube Cancer",5266
0,NCT03077828,Phase II,Recruiting,"[{'id': 5435, 'therapyName': 'Pembrolizumab + Etoposide + Carboplatin + Ifosfamide'}]",Pembrolizumab and Combination Chemotherapy in Treating Patients With Relapsed or Refractory Hodgkin Lymphoma,5435
0,NCT03083808,Phase II,Recruiting,"[{'id': 5497, 'therapyName': 'Pembrolizumab + Gemcitabine'}, {'id': 5496, 'therapyName': 'Docetaxel + Pembrolizumab'}, {'id': 5498, 'therapyName': 'Pemetrexed + Pembrolizumab'}, {'id': 854, 'therapyName': 'Pemetrexed'}]",Phase II Trial of Continuation Therapy in Advanced NSCLC,5497
0,NCT02950220,Phase I,Recruiting,"[{'id': 4917, 'therapyName': 'Pembrolizumab + Ibrutinib'}]",Pembrolizumab and Ibrutinib in Treating Patients With Relapsed or Refractory Non-Hodgkin Lymphoma,4917
1,NCT03153202,Phase Ib/II,Recruiting,"[{'id': 4917, 'therapyName': 'Pembrolizumab + Ibrutinib'}]",Study to Evaluate the Safety and Preliminary Efficacy of Ibrutinib and Pembrolizumab in Patients With Chronic Lymphocytic Leukemia (CLL) or Mantle Cell Lymphoma (MCL),4917
2,NCT03021460,Phase II,Suspended,"[{'id': 4917, 'therapyName': 'Pembrolizumab + Ibrutinib'}]",Pembrolizumab and Ibrutinib in Treating Patients With Stage III-IV Melanoma That Cannot Be Removed by Surgery,4917
0,NCT03063632,Phase II,Not yet recruiting,"[{'id': 5367, 'therapyName': 'Pembrolizumab + interferon gamma'}]",Pembrolizumab and Interferon Gamma-1b in Treating Patients With Stage IB-IVB Relapsed or Refractory Mycosis Fungoides and Sezary Syndrome,5367
0,NCT03030378,Phase I,Not yet recruiting,"[{'id': 5263, 'therapyName': 'Pembrolizumab + Interleukin-12'}]",Pembrolizumab and Recombinant Interleukin-12 in Treating Patients With Solid Tumors,5263
0,NCT02930902,Phase I,Recruiting,"[{'id': 4903, 'therapyName': 'Pembrolizumab + Paricalcitol'}, {'id': 4904, 'therapyName': 'Pembrolizumab + Paricalcitol + Gemcitabine + nab-paclitaxel'}]",Preoperative Pilot Study to Assess Safety and Immunological Effect of Pembrolizumab (Keytruda) in Combination With Paricalcitol With or Without Chemotherapy in Patients With Resectable Pancreatic Cancer,4903
0,NCT02930902,Phase I,Recruiting,"[{'id': 4903, 'therapyName': 'Pembrolizumab + Paricalcitol'}, {'id': 4904, 'therapyName': 'Pembrolizumab + Paricalcitol + Gemcitabine + nab-paclitaxel'}]",Preoperative Pilot Study to Assess Safety and Immunological Effect of Pembrolizumab (Keytruda) in Combination With Paricalcitol With or Without Chemotherapy in Patients With Resectable Pancreatic Cancer,4904
0,NCT02452424,Phase Ib/II,"Active, not recruiting","[{'id': 2736, 'therapyName': 'Pembrolizumab + PLX3397'}]",A Combination Clinical Study of PLX3397 and Pembrolizumab To Treat Advanced Melanoma and Other Solid Tumors,2736
0,NCT02834052,Phase Ib/II,Not yet recruiting,"[{'id': 4458, 'therapyName': 'Pembrolizumab + poly ICLC '}]",Pembrolizumab + Poly-ICLC in MRP Colon Cancer,4458
0,NCT03099161,Phase I,Recruiting,"[{'id': 5518, 'therapyName': 'Preladenant'}, {'id': 5519, 'therapyName': 'Pembrolizumab + Preladenant'}]",Study of Preladenant (MK-3814) Alone and With Pembrolizumab (MK-3475) in Participants With Advanced Solid Tumors (MK-3814A-062),5519
0,NCT02680184,Phase I,Recruiting,"[{'id': 4001, 'therapyName': 'Pembrolizumab + QbG10'}]",Clinical Study of CMP-001 in Combination With Pembrolizumab,4001
1,NCT03084640,Phase Ib/II,Recruiting,"[{'id': 4001, 'therapyName': 'Pembrolizumab + QbG10'}]",Phase 1b Study Evaluating Alternative Routes of Administration of CMP-001 in Combination With Pembrolizumab in Subjects With Advanced Melanoma,4001
0,NCT03093428,Phase II,Recruiting,"[{'id': 5542, 'therapyName': 'Pembrolizumab + Ra 223'}, {'id': 2001, 'therapyName': 'radium Ra 223 dichloride'}]",Study Evaluating the Addition of Pembrolizumab to Radium-223 in mCRPC,5542
0,NCT02719015,Phase Ib/II,Not yet recruiting,"[{'id': 3943, 'therapyName': 'Pembrolizumab + rAd.CD40L'}]",Dose Escalation and Cohort Expansion of Safety and Tolerability Study of Intratumoral rAd.CD40L (ISF35) in Combination of Systemic Pembrolizumab in Patients With Refractory Metastatic Melanoma,3943
0,NCT02443324,Phase I,"Active, not recruiting","[{'id': 2896, 'therapyName': 'Pembrolizumab + Ramucirumab'}]","A Study of Ramucirumab Plus Pembrolizumab in Participants With Gastric or GEJ Adenocarcinoma, NSCLC or Transitional Cell Carcinoma of the Urothelium",2896
0,NCT02446457,Phase II,Recruiting,"[{'id': 3279, 'therapyName': 'Pembrolizumab + Rituximab'}]",Study of Rituximab Plus Pembrolizumab (MK-3475) in Subjects With Relapsed Follicular Lymphoma,3279
0,NCT03012230,Phase I,Not yet recruiting,"[{'id': 5227, 'therapyName': 'Pembrolizumab + Ruxolitinib'}]",Pembrolizumab and Ruxolitinib Phosphate in Treating Patients With Metastatic Stage IV Triple Negative Breast Cancer,5227
0,NCT02703714,Phase II,Recruiting,"[{'id': 4217, 'therapyName': 'Pembrolizumab + Sargramostim'}]",Pembrolizumab and GM-CSF in Biliary Cancer,4217
0,NCT03007732,Phase II,Recruiting,"[{'id': 5166, 'therapyName': 'Pembrolizumab + SD-101'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Combination With Intratumoral SD-101 Therapy,5166
0,NCT02376699,Phase I,Recruiting,"[{'id': 5781, 'therapyName': 'Pembrolizumab + SEA-CD40'}, {'id': 5780, 'therapyName': 'SEA-CD40'}]",Safety Study of SEA-CD40 in Cancer Patients,5781
0,NCT02901899,Phase II,Recruiting,"[{'id': 4725, 'therapyName': 'Pembrolizumab + SGI-110'}]","Guadecitabine and Pembrolizumab in Treating Patients With Recurrent Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",4725
0,NCT03211416,Phase Ib/II,Recruiting,"[{'id': 6041, 'therapyName': 'Pembrolizumab + Sorafenib'}]",Sorafenib Tosylate and Pembrolizumab in Treating Patients With Advanced or Metastatic Liver Cancer,6041
0,NCT03161431,Phase I,Not yet recruiting,"[{'id': 5786, 'therapyName': 'SX-682'}, {'id': 5787, 'therapyName': 'Pembrolizumab + SX-682'}]",SX-682 Treatment in Subjects With Metastatic Melanoma Concurrently Treated With Pembrolizumab,5787
0,NCT02626000,Phase Ib/II,Recruiting,"[{'id': 4035, 'therapyName': 'Pembrolizumab + talimogene laherparepvec '}]",Talimogene Laherparepvec With Pembrolizumab for Recurrent Metastatic Squamous Cell Carcinoma of the Head and Neck,4035
1,NCT02965716,Phase II,Recruiting,"[{'id': 4035, 'therapyName': 'Pembrolizumab + talimogene laherparepvec '}]",Talimogene Laherparepvec and Pembrolizumab in Treating Patients With Stage III-IV Melanoma,4035
