,nctId,phase,recruitment,therapies,title,Indications_id
7,NCT02362048,Phase II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",ACP-196 Alone and in Combination With Pembrolizumab in Subjects With Advanced or Metastatic Pancreatic Cancer,3498
8,NCT02501902,Phase I,Recruiting,"[{'id': 3112, 'therapyName': 'nab-paclitaxel + Palbociclib'}]",Dose-Escalation Study Of Palbociclib + Nab-Paclitaxel In mPDAC,3498
9,NCT02559492,Phase I,"Active, not recruiting","[{'id': 3096, 'therapyName': 'INCB039110 + INCB024360'}, {'id': 3097, 'therapyName': 'INCB039110 + INCB050465'}]",INCB039110 Combined With INCB024360 and/or INCB039110 Combined With INCB050465 in Advanced Solid Tumors,3498
10,NCT02583477,Phase Ib/II,Recruiting,"[{'id': 3099, 'therapyName': 'AZD5069 + MEDI4736'}, {'id': 3163, 'therapyName': 'Gemcitabine + MEDI4736 + nab-paclitaxel'}]",Phase Ib/II Study of MEDI4736 Evaluated in Different Combinations in Metastatic Pancreatic Ductal Carcinoma,3498
11,NCT02672917,Phase I,Recruiting,"[{'id': 5712, 'therapyName': 'MVT-5873'}]",Study of HuMab-5B1 (MVT-5873) in Subjects With Pancreatic Cancer or Other Cancer Antigen 19-9 (CA19-9) Positive Malignancies,3498
12,NCT02732938,Phase I,"Active, not recruiting","[{'id': 4340, 'therapyName': 'Gemcitabine + nab-paclitaxel + PF-04136309'}]",Ph1b/2 Study of PF-04136309 in Combination With Gem/Nab-P in First-line Metastatic Pancreatic Patients (CCR2i),3498
13,NCT02754726,Phase II,Recruiting,"[{'id': 4087, 'therapyName': 'Cisplatin + Gemcitabine + nab-paclitaxel + Nivolumab + Paricalcitol'}]",Combination Therapy for Patients With Untreated Metastatic Pancreatic Ductal Adenocarcinoma,3498
14,NCT02857270,Phase I,Recruiting,"[{'id': 4588, 'therapyName': 'LY3214996'}, {'id': 4590, 'therapyName': 'LY3214996 + nab-paclitaxel + Gemcitabine'}, {'id': 4589, 'therapyName': 'LY3214996 + Midazolam'}, {'id': 4591, 'therapyName': 'LY3214996 + Abemaciclib'}]",A Study of LY3214996 Administered Alone or in Combination With Other Agents in Participants With Advanced/Metastatic Cancer,3498
15,NCT02879318,Phase II,Recruiting,"[{'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}]","Gemcitabine and Nab-Paclitaxel vs Gemcitabine, Nab-Paclitaxel, Durvalumab and Tremelimumab as 1st Line Therapy in Pancreatic Adenocarcinoma",3498
16,NCT02880371,Phase Ib/II,Recruiting,"[{'id': 4608, 'therapyName': 'ARRY-382 + Pembrolizumab'}]",A Study of ARRY-382 in Combination With Pembrolizumab for the Treatment of Patients With Advanced Solid Tumors,3498
17,NCT02942095,Phase I,Recruiting,"[{'id': 4885, 'therapyName': 'Erlotinib + Ixazomib'}]",Phase I Study of Ixazomib and Erlotinib in Solid Tumors,3498
18,NCT02978547,Phase II,Not yet recruiting,"[{'id': 1031, 'therapyName': 'Metformin'}]",The Effects of Neoadjuvant Metformin on Tumour Cell Proliferation and Tumour Progression in Pancreatic Ductal Adenocarcinoma (Metformin 001),3498
19,NCT02981342,Phase II,Recruiting,"[{'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 802, 'therapyName': 'Abemaciclib'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 5175, 'therapyName': 'Abemaciclib + LY3023414'}, {'id': 5176, 'therapyName': 'Abemaciclib + Galunisertib'}]",A Study of Abemaciclib (LY2835219) Alone or in Combination With Other Agents in Participants With Previously Treated Pancreatic Ductal Adenocarcinoma,3498
20,NCT02993731,Phase III,Recruiting,"[{'id': 2630, 'therapyName': 'BBI608 + Gemcitabine + nab-paclitaxel'}, {'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}]",A Study of Napabucasin Plus Nab-Paclitaxel With Gemcitabine in Adult Patients With Metastatic Pancreatic Adenocarcinoma (CanStem111P),3498
21,NCT03038477,Phase II,Recruiting,"[{'id': 1356, 'therapyName': 'Durvalumab'}]",A Study of Durvalumab in Patients With Borderline Resectable Pancreas Adenocarcinoma Following Neoadjuvant Therapy and Successful Surgical Resection,3498
22,NCT03076372,Phase I,Recruiting,"[{'id': 5758, 'therapyName': 'MM-310'}]",A Study Evaluating MM-310 in Patients With Solid Tumors,3498
23,NCT03118349,Phase I,Recruiting,"[{'id': 5801, 'therapyName': 'MVT-1075 + MVT-5873'}]",Study of 177Lu Human Monoclonal Antibody 5B1 (MVT-1075) in Combination With a Blocking Dose of MVT-5873 as Radioimmunotherapy,3498
24,NCT03193190,Phase Ib/II,Recruiting,"[{'id': 5942, 'therapyName': 'Atezolizumab + BKT140'}, {'id': 5940, 'therapyName': 'Gemcitabine + Nab-Paclitaxel + mFOLFOX-6'}, {'id': 5941, 'therapyName': 'Atezolizumab + PEGPH20'}, {'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}]",A Study of Multiple Immunotherapy-Based Treatment Combinations in Participants With Metastatic Pancreatic Ductal Adenocarcinoma (PDAC),3498
25,NCT03264404,Phase II,Recruiting,"[{'id': 2496, 'therapyName': 'Azacitidine + Pembrolizumab'}]",Azacitidine and Pembrolizumab in Pancreatic Cancer,3498
0,NCT01621243,Phase Ib/II,Terminated,"[{'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 4251, 'therapyName': 'Necuparanib'}]",M402 in Combination With Nab-Paclitaxel and Gemcitabine in Pancreatic Cancer,3587
1,NCT01821729,Phase II,Recruiting,"[{'id': 1903, 'therapyName': 'FOLFIRINOX'}, {'id': 2998, 'therapyName': 'Losartan'}]",Proton w/FOLFIRINOX-Losartan for Pancreatic Cancer,3587
2,NCT02432963,Phase I,Recruiting,"[{'id': 1038, 'therapyName': 'MVAp53'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Vaccine Therapy and Pembrolizumab in Treating Patients With Solid Tumors That Have Failed Prior Therapy,3587
3,NCT02452424,Phase Ib/II,"Active, not recruiting","[{'id': 2736, 'therapyName': 'Pembrolizumab + PLX3397'}]",A Combination Clinical Study of PLX3397 and Pembrolizumab To Treat Advanced Melanoma and Other Solid Tumors,3587
4,NCT02558894,Phase II,Completed,"[{'id': 1356, 'therapyName': 'Durvalumab'}, {'id': 1652, 'therapyName': 'Tremelimumab'}]",Phase II Study of MEDI4736 Monotherapy or in Combinations With Tremelimumab in Metastatic Pancreatic Ductal Carcinoma,3587
0,NCT01466036,Phase II,"Active, not recruiting","[{'id': 998, 'therapyName': 'cabozantinib'}]",Cabozantinib in Advanced Pancreatic Neuroendocrine and Carcinoid Tumors,1798
1,NCT02077933,Phase I,"Active, not recruiting","[{'id': 1384, 'therapyName': 'BYL719 + Everolimus'}, {'id': 1385, 'therapyName': 'BYL719 + Everolimus + Exemestane'}]","Study of Safety and Efficacy of BYL719 With Everolimus or BYL719 With Everolimus and Exemestane in Advanced Breast Cancer Patients, Renal Cell Cancer and Pancreatic Tumors",1798
2,NCT02101918,Phase II,"Active, not recruiting","[{'id': 624, 'therapyName': 'Aflibercept'}]",Ziv-Aflibercept in Treating and Computed Tomography Perfusion Imaging in Predicting Response in Patients With Pancreatic Neuroendocrine Tumors That Are Metastatic or Cannot Be Removed by Surgery,1798
3,NCT02108782,Phase II,Withdrawn,"[{'id': 721, 'therapyName': 'Dovitinib'}]",Dovitinib Lactate in Treating Patients With Pancreatic Neuroendocrine Tumors,1798
4,NCT02273752,Phase II,Terminated,"[{'id': 735, 'therapyName': 'Everolimus'}]","Pharmacokinetically Guided Everolimus in Patients With Breast Cancer, Pancreatic Neuroendocrine Tumors, or Kidney Cancer",1798
5,NCT02575300,Phase II,Recruiting,"[{'id': 768, 'therapyName': 'Ibrutinib'}]",Phase II Study of Ibrutinib in Advanced Carcinoid and Pancreatic Neuroendocrine Tumors,1798
6,NCT02893930,Phase II,Recruiting,"[{'id': 1282, 'therapyName': 'Sapanisertib'}]",Sapanisertib in Treating Patients With Metastatic or Refractory Pancreatic Neuroendocrine Tumor That Cannot Be Removed by Surgery,1798
7,NCT03043664,Phase Ib/II,Recruiting,"[{'id': 6129, 'therapyName': 'Lanreotide Depot + Pembrolizumab'}]",Study of Pembrolizumab With Lanreotide Depot for Gastroenteropancreatic Neuroendocrine Tumors (PLANET),1798
8,NCT03074513,Phase II,Recruiting,"[{'id': 4595, 'therapyName': 'Atezolizumab + Bevacizumab'}]",Atezolizumab and Bevacizumab in Rare Solid Tumors,1798
0,NCT03224767,Phase II,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}]",Vemurafenib and Cobimetinib in Treating Patients With BRAF V600E Mutation Positive Craniopharyngioma,3847
0,NCT00831480,Phase II,Terminated,"[{'id': 735, 'therapyName': 'Everolimus'}]",Everolimus(RAD001) For Advanced Renal Cell Carcinoma(RCC)Before Kidney Removal,4465
1,NCT01130519,Phase II,Recruiting,"[{'id': 1146, 'therapyName': 'Bevacizumab + Erlotinib'}]",A Phase II Study of Bevacizumab and Erlotinib in Subjects With Advanced Hereditary Leiomyomatosis and Renal Cell Cancer (HLRCC) or Sporadic Papillary Renal Cell Cancer,4465
2,NCT02019693,Phase II,Recruiting,"[{'id': 1065, 'therapyName': 'Capmatinib'}]",A Phase 2 Study of the MET Kinase Inhibitor INC280 in Papillary Renal Cell Cancer,4465
3,NCT02127710,Phase II,"Active, not recruiting","[{'id': 2161, 'therapyName': 'Savolitinib'}]",A Phase II Trial to Evaluate the Efficacy of AZD6094 (HMPL-504) in Patients With Papillary Renal Cell Carcinoma (PRCC),4465
4,NCT02761057,Phase II,Recruiting,"[{'id': 2161, 'therapyName': 'Savolitinib'}, {'id': 998, 'therapyName': 'cabozantinib'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 930, 'therapyName': 'Sunitinib'}]","Cabozantinib-S-Malate, Crizotinib, Volitinib, or Sunitinib Malate in Treating Patients With Locally Advanced or Metastatic Kidney Cancer",4465
5,NCT02837991,Phase Ib/II,Recruiting,"[{'id': 5774, 'therapyName': 'CDX-014'}]","A Dose Escalation, Safety and Activity Study of CDX-014 in Patients With Advanced or Metastatic Renal Cell Carcinoma",4465
6,NCT02915783,Phase II,Recruiting,"[{'id': 1713, 'therapyName': 'Everolimus + Lenvatinib'}]",A Phase 2 Trial to Evaluate Efficacy and Safety of Lenvatinib in Combination With Everolimus in Subjects With Unresectable Advanced or Metastatic Non Clear Cell Renal Cell Carcinoma (nccRCC) Who Have Not Received Any Chemotherapy for Advanced Disease,4465
7,NCT03091192,Phase III,Recruiting,"[{'id': 930, 'therapyName': 'Sunitinib'}, {'id': 2161, 'therapyName': 'Savolitinib'}]",Savolitinib vs. Sunitinib in MET-driven PRCC,4465
0,NCT01534897,Phase I,Completed,"[{'id': 3, 'therapyName': 'Dabrafenib'}]",Re-differentiation of Radioiodine-Refractory BRAF V600E-mutant Papillary Thyroid Carcinoma With GSK2118436,3969
1,NCT01709292,Phase II,"Active, not recruiting","[{'id': 342, 'therapyName': 'Vemurafenib'}]",Vemurafenib Neoadjuvant Trial in Locally Advanced Thyroid Cancer,3969
2,NCT01723202,Phase II,"Active, not recruiting","[{'id': 1066, 'therapyName': 'Trametinib + Dabrafenib'}, {'id': 3, 'therapyName': 'Dabrafenib'}]",Dabrafenib With or Without Trametinib in Treating Patients With Recurrent Thyroid Cancer,3969
3,NCT02145143,Phase I,"Active, not recruiting","[{'id': 342, 'therapyName': 'Vemurafenib'}]","Enhancing Radioiodine (RAI) Incorporation Into BRAF Mutant, RAI-Refractory Thyroid Cancers With the BRAF Inhibitor Vemurafenib",3969
4,NCT02211222,Phase I,Approved for marketing,"[{'id': 792, 'therapyName': 'Lenvatinib'}]",An Expanded Access Program With Lenvatinib for the Treatment of Radioiodine-Refractory Differentiated Thyroid Cancer,3969
5,NCT02702388,Phase II,Recruiting,"[{'id': 792, 'therapyName': 'Lenvatinib'}]","Phase 2 Trial of Lenvatinib (E7080) in Subjects With Iodine-131 Refractory Differentiated Thyroid Cancer to Evaluate Whether an Oral Starting Dose of 20 mg or 14 mg Daily Will Provide Comparable Efficacy to a 24 mg Starting Dose, But Have a Better Safety Profile",3969
6,NCT02973997,Phase II,Not yet recruiting,"[{'id': 4782, 'therapyName': 'Lenvatinib + Pembrolizumab'}]",Pembrolizumab and Lenvatinib in Treating Metastatic or Recurrent Differentiated Thyroid Cancer That Cannot Be Removed by Surgery,3969
7,NCT03002623,Phase II,Recruiting,"[{'id': 709, 'therapyName': 'CUDC-907'}]",CUDC-907 Treatment in People With Metastatic and Locally Advanced Thyroid Cancer,3969
8,NCT03215095,Phase I,Recruiting,"[{'id': 1356, 'therapyName': 'Durvalumab'}]",RAI Plus Immunotherapy for Recurrent/Metastatic Thyroid Cancers,3969
0,NCT02632344,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Study of Anti-PD-1 Therapy for HPV-associated Recurrent Respiratory Papilloma Patients With Laryngeal, Tracheal and/or Pulmonary Involvement",2615
1,NCT02859454,Phase II,Recruiting,"[{'id': 3144, 'therapyName': 'Avelumab'}]",Avelumab for People With Recurrent Respiratory Papillomatosis,2615
0,NCT00843037,Phase II,Completed,"[{'id': 930, 'therapyName': 'Sunitinib'}]",Study Of Sunitinib In Patients With Recurrent Paraganglioma/Pheochromocytoma,50773
1,NCT01396408,Phase II,"Active, not recruiting","[{'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 930, 'therapyName': 'Sunitinib'}]",A Phase II Study of Sunitinib or Temsirolimus in Patients With Advanced Rare Tumours,50773
2,NCT01967576,Phase II,"Active, not recruiting","[{'id': 649, 'therapyName': 'Axitinib'}]","Phase II Study of Axitinib (AG-013736) With Evaluation of the VEGF-pathway in Metastatic, Recurrent or Primary Unresectable Pheochromocytoma/Paraganglioma",50773
3,NCT02302833,Phase I,Recruiting,"[{'id': 998, 'therapyName': 'cabozantinib'}]",Cabozantinib for Malignant Pheochromocytoma,50773
4,NCT02721732,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study for the Evaluation of Efficacy of Pembrolizumab (MK-3475) in Patients With Rare Tumors,50773
5,NCT02834013,Phase 0,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Nivolumab and Ipilimumab in Treating Patients With Rare Tumors,50773
6,NCT02936323,,Recruiting,"[{'id': 5819, 'therapyName': 'PEN-221'}]",PEN-221 in Somatostatin Receptor 2 Expressing Advanced Cancers Including Neuroendocrine and Small Cell Lung Cancers,50773
7,NCT03008369,Phase II,Recruiting,"[{'id': 792, 'therapyName': 'Lenvatinib'}]",Lenvatinib in Treating Patients With Metastatic or Advanced Pheochromocytoma or Paraganglioma That Cannot Be Removed by Surgery,50773
8,NCT03165721,Phase II,Recruiting,"[{'id': 1949, 'therapyName': 'SGI-110'}]","A Phase II Trial of the DNA Methyl Transferase Inhibitor, Guadecitabine (SGI-110), in Children and Adults With Wild Type GIST,Pheochromocytoma and Paraganglioma Associated With Succinate Dehydrogenase Deficiency and HLRCC-associated Kidney Cancer",50773
0,NCT02196168,Phase II,Terminated,"[{'id': 822, 'therapyName': 'MK-1775'}, {'id': 700, 'therapyName': 'Cisplatin'}]",Cisplatin With or Without WEE1 Inhibitor MK-1775 in Treating Patients With Recurrent or Metastatic Head and Neck Cancer,50619
1,NCT02538510,Phase Ib/II,"Active, not recruiting","[{'id': 3077, 'therapyName': 'Pembrolizumab + Vorinostat'}]",Pembrolizumab and Vorinostat in Treating Patients With Recurrent Squamous Cell Head and Neck Cancer and Salivary Gland Cancer That Is Metastatic and/or Cannot Be Removed by Surgery,50619
2,NCT02567422,Phase I,Recruiting,"[{'id': 3109, 'therapyName': 'Cisplatin + VX-970'}]","VX-970, Cisplatin, and Radiation Therapy in Treating Patients With Locally Advanced HPV-Negative Head and Neck Squamous Cell Carcinoma",50619
3,NCT02795156,Phase II,Recruiting,"[{'id': 623, 'therapyName': 'Afatinib'}, {'id': 890, 'therapyName': 'Regorafenib'}]",Study to Assess the Activity of Molecularly Matched Targeted Therapies in Select Tumor Types Based on Genomic Alterations,50619
4,NCT02834013,Phase 0,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Nivolumab and Ipilimumab in Treating Patients With Rare Tumors,50619
5,NCT03172624,Phase II,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Study of Nivolumab Plus Ipilimumab in Patients With Salivary Gland Cancer,50619
6,NCT03238365,Phase I,Recruiting,"[{'id': 6100, 'therapyName': 'Nivolumab + Tadalafil'}, {'id': 1312, 'therapyName': 'Nivolumab'}]",Nivolumab With or Without Tadalafil in Treating Patients With Recurrent Head and Neck Squamous Cell Carcinoma That Can Be Removed by Surgery,50619
0,NCT02834013,Phase 0,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Nivolumab and Ipilimumab in Treating Patients With Rare Tumors,1540
0,NCT02780310,Phase II,"Active, not recruiting","[{'id': 792, 'therapyName': 'Lenvatinib'}]",Testing Lenvatinib in Patients With Adenoid Cystic Carcinoma,50931
1,NCT03087019,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab With or Without Radiation in Patients With Recurrent or Metastatic Adenoid Cystic Carcinoma,50931
2,NCT03172624,Phase II,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Study of Nivolumab Plus Ipilimumab in Patients With Salivary Gland Cancer,50931
0,NCT01966445,Phase I,Completed,"[{'id': 2919, 'therapyName': 'GSK2849330'}]","Dose Escalation Study to Investigate the Safety, Pharmacokinetics, and Pharmacodynamics of GSK2849330 in Subjects With Advanced Her3-Positive Solid Tumors",9036
0,NCT00876993,Phase I,Completed,"[{'id': 1463, 'therapyName': 'Temozolomide + Irinotecan + Bevacizumab'}]",Study of Irinotecan and Bevacizumab With Temozolomide in Refractory/Relapsed Central Nervous System (CNS) Tumors,5509
1,NCT01661400,Phase I,Recruiting,"[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1475, 'therapyName': 'Thalidomide'}]",Anti-Angiogenic Therapy Post Transplant (ASCR) for Relapsed and Refractory Pediatric Solid Tumors,5509
2,NCT01999270,Phase I,Completed,"[{'id': 2112, 'therapyName': 'Bevacizumab + Irinotecan'}]",Evaluation of FDOPA-PET/MRI in Pediatric Patients With CNS Tumors,5509
3,NCT02155920,Phase II,Recruiting,"[{'id': 735, 'therapyName': 'Everolimus'}]",Everolimus for Children With Recurrent or Progressive Ependymomaildren With Recurrent or Progressive Ependymoma,5509
4,NCT02372006,Phase I,Recruiting,"[{'id': 623, 'therapyName': 'Afatinib'}]",Phase I Trial of Afatinib in Pediatric Tumours,5509
0,NCT00939770,Phase Ib/II,"Active, not recruiting","[{'id': 706, 'therapyName': 'Crizotinib'}]",Crizotinib in Treating Young Patients With Relapsed or Refractory Solid Tumors or Anaplastic Large Cell Lymphoma,10000004
1,NCT01518413,Phase I,Completed,"[{'id': 1323, 'therapyName': 'Sorafenib + Irinotecan'}]",Dose Escalation Study of Sorafenib and Irinotecan Combination Therapy in Pediatric Patients With Solid Tumors,10000004
0,NCT02426892,Phase II,"Active, not recruiting","[{'id': 1312, 'therapyName': 'Nivolumab'}]",Nivolumab and HPV-16 Vaccination in Patients With HPV-16 Positive Incurable Solid Tumors,11615
1,NCT02721732,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study for the Evaluation of Efficacy of Pembrolizumab (MK-3475) in Patients With Rare Tumors,11615
2,NCT02812056,Phase I,Withdrawn,"[{'id': 4214, 'therapyName': 'Alisertib + MLN0128'}]",Alisertib and TAK-228 in Participants With Human Papilloma Virus (HPV) Associated Malignancies,11615
3,NCT02834013,Phase 0,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Nivolumab and Ipilimumab in Treating Patients With Rare Tumors,11615
0,NCT02541903,Phase II,Recruiting,"[{'id': 623, 'therapyName': 'Afatinib'}]",Trial Using Gilotrif for Advanced Penile Squamous Cell Carcinoma,5518
0,NCT01661283,Phase II,"Active, not recruiting","[{'id': 1120, 'therapyName': 'Everolimus + Bevacizumab'}]",Study of Everolimus With Bevacizumab to Treat Refractory Malignant Peripheral Nerve Sheath Tumors,3193
1,NCT02639546,Phase I,Recruiting,"[{'id': 1004, 'therapyName': 'Cobimetinib'}]",iMATRIXcobi: Safety and Pharmacokinetics of Cobimetinib in Pediatric and Young Adult Patients With Previously Treated Solid Tumors,3193
2,NCT02834013,Phase 0,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Nivolumab and Ipilimumab in Treating Patients With Rare Tumors,3193
