,gender,indications,nctId,phase,recruitment,sponsors,therapies,title,updateDate,variantRequirementDetails,variantRequirements
0,female,"[{'id': 2394, 'name': 'ovarian cancer', 'source': 'DOID'}, {'id': 1964, 'name': 'fallopian tube cancer', 'source': 'DOID'}, {'id': 1725, 'name': 'peritoneum cancer', 'source': 'DOID'}]",NCT03030287,Phase I,Recruiting,"OncoMed Pharmaceuticals, Inc.","[{'id': 5264, 'therapyName': 'OMP-305B83 + Paclitaxel'}]","A Phase 1b Study of OMP-305B83 Plus Paclitaxel in Subjects With Ovarian, Peritoneal or Fallopian Tube Cancer",02/03/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT03030378,Phase I,Not yet recruiting,National Cancer Institute (NCI),"[{'id': 5263, 'therapyName': 'Pembrolizumab + Interleukin-12'}]",Pembrolizumab and Recombinant Interleukin-12 in Treating Patients With Solid Tumors,01/30/2017,[],no
0,both,"[{'id': 60058, 'name': 'lymphoma', 'source': 'DOID'}, {'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT03030417,Phase I,Recruiting,National Cancer Institute (NCI),"[{'id': 5749, 'therapyName': 'LMP744'}]",Indenoisoquinoline LMP744 in Adults With Relapsed Solid Tumors and Lymphomas,05/26/2017,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT03030885,Phase I,Recruiting,Memorial Sloan Kettering Cancer Center,"[{'id': 5804, 'therapyName': '131I-MIP-1095'}]",Use of an Experimental Radiopharmaceutical (131I-MIP-1095) in Men With Metastatic Castration-Resistant Prostate Cancer (mCRPC),06/02/2017,[],no
0,both,"[{'id': 9256, 'name': 'colorectal cancer', 'source': 'DOID'}]",NCT03031691,Phase I,"Active, not recruiting","OncoMed Pharmaceuticals, Inc.","[{'id': 5261, 'therapyName': 'Brontictuzumab + Trifluridine'}]",A Study of Brontictuzumab With Chemotherapy for Subjects With Previously Treated Metastatic Colorectal Cancer,06/03/2017,[],no
0,male,[],NCT03031821,Phase III,Not yet recruiting,Canadian Urologic Oncology Group,[],Metformin in Patients Initiating ADT as Prevention and Intervention of Metabolic Syndrome,02/09/2017,[],no
0,both,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT03032107,Phase I,Recruiting,Dana-Farber Cancer Institute,"[{'id': 1909, 'therapyName': 'Pembrolizumab + trastuzumab emtansine'}]",A Study Of Pembrolizumab In Combination With Trastuzumab-DM1,02/24/2017,"[{'molecularProfile': {'id': 1187, 'profileName': 'ERBB2 positive'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT03032406,Phase II,Recruiting,Abramson Cancer Center of the University of Pennsylvania,"[{'id': 2231, 'therapyName': 'Everolimus + Hydroxychloroquine'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 1316, 'therapyName': 'Hydroxychloroquine'}]","CLEVER Pilot Trial: A Phase II Pilot Trial of HydroxyChLoroquine, EVErolimus or the Combination for Prevention of Recurrent Breast Cancer",02/03/2017,[],yes
0,both,"[{'id': 3069, 'name': 'astrocytoma', 'source': 'DOID'}]",NCT03032484,Phase II,Recruiting,The University of Texas Health Science Center at San Antonio,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 5260, 'therapyName': 'Bevacizumab + TVB-2640'}]",TVB- 2640 in Combination With Bevacizumab in Patients With First Relapse of High Grade Astrocytoma,08/10/2017,[],no
0,both,"[{'id': 1793, 'name': 'pancreatic cancer', 'source': 'DOID'}]",NCT03033225,Phase II,Recruiting,Mayo Clinic,"[{'id': 3319, 'therapyName': 'Verteporfin'}]",EUS-guided PDT in Pancreatic Tumors,04/28/2017,[],no
0,both,"[{'id': 5409, 'name': 'lung small cell carcinoma', 'source': 'DOID'}]",NCT03033511,Phase III,Recruiting,AbbVie,"[{'id': 5307, 'therapyName': 'Rovalpituzumab Tesirine + Dexamethasone'}]",A Study of Rovalpituzumab Tesirine as Maintenance Therapy Following First-Line Platinum-Based Chemotherapy in Participants With Extensive Stage Small Cell Lung Cancer (MERU) (MERU),02/28/2017,[],no
0,both,"[{'id': 1909, 'name': 'melanoma', 'source': 'DOID'}]",NCT03033576,Phase II,Recruiting,National Cancer Institute (NCI),"[{'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Ipilimumab With or Without Nivolumab in Treating Patients With Melanoma That is Stage IV or Stage III and Cannot Be Removed by Surgery,07/22/2017,[],no
0,both,"[{'id': 8567, 'name': ""Hodgkin's lymphoma"", 'source': 'DOID'}]",NCT03033914,Phase I,Recruiting,Memorial Sloan Kettering Cancer Center,"[{'id': 5296, 'therapyName': 'Dacarbazine + Doxorubicin + Vinblastine + Nivolumab'}, {'id': 5295, 'therapyName': 'Bleomycin + Dacarbazine + Doxorubicin + Vinblastine + Nivolumab'}]",A(B)VD Followed by Nivolumab as Frontline Therapy for Higher Risk Patients With Classical Hodgkin Lymphoma,02/09/2017,[],no
0,both,"[{'id': 169, 'name': 'neuroendocrine tumor', 'source': 'DOID'}]",NCT03034200,Phase II,Recruiting,Peter Anderson,"[{'id': 1687, 'therapyName': 'ONC201'}]",Phase 2 Study of ONC201 in Neuroendocrine Tumors,07/29/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT03035253,Phase I,Recruiting,"OncoMed Pharmaceuticals, Inc.","[{'id': 5297, 'therapyName': 'FOLFIRI + OMP-305B83'}]",A Study of OMP-305B83 in Subjects With Metastatic Colorectal Cancer,02/09/2017,[],no
0,both,"[{'id': 9256, 'name': 'colorectal cancer', 'source': 'DOID'}]",NCT03035279,Phase I,Recruiting,AbbVie,"[{'id': 5748, 'therapyName': 'SC-006'}]",A Study of SC-006 in Subjects With Advanced Cancer,05/26/2017,[],no
0,both,"[{'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}]",NCT03035331,Phase Ib/II,Recruiting,Mayo Clinic,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Dendritic Cell Therapy, Cryosurgery, and Pembrolizumab in Treating Patients With Non-Hodgkin Lymphoma",04/12/2017,[],no
0,both,"[{'id': 4467, 'name': 'renal clear cell carcinoma', 'source': 'DOID'}]",NCT03035630,Phase II,Recruiting,Guru Sonpavde,"[{'id': 3144, 'therapyName': 'Avelumab'}, {'id': 930, 'therapyName': 'Sunitinib'}]",Sunitinib Followed by Avelumab or the Reverse for Metastatic Renal Cell Carcinoma,08/10/2017,[],no
0,both,[],NCT03035890,Phase I,Recruiting,West Virginia University ,[],Hypofractionated Radiation Therapy to Improve Immunotherapy Response in Non-Small Cell Lung Cancer,05/26/2017,[],no
0,both,"[{'id': 2671, 'name': 'transitional cell carcinoma', 'source': 'DOID'}]",NCT03036098,Phase III,Recruiting,Bristol-Myers Squibb,"[{'id': 1467, 'therapyName': 'Gemcitabine + Cisplatin'}, {'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}, {'id': 2667, 'therapyName': 'Carboplatin + Gemcitabine'}]",Study of Nivolumab in Combination With Ipilimumab Compared to the Standard of Care Chemotherapy in Treatment of Patients With Untreated Inoperable or Metastatic Urothelial Cancer,03/30/2017,[],no
0,both,"[{'id': 60081, 'name': 'triple-receptor negative breast cancer', 'source': 'DOID'}]",NCT03036488,Phase III,Recruiting,Merck Sharp & Dohme Corp.,"[{'id': 1087, 'therapyName': 'Epirubicin + Cyclophosphamide'}, {'id': 1977, 'therapyName': 'Doxorubicin + Cyclophosphamide'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}]",Study of Pembrolizumab (MK-3475) Plus Chemotherapy vs Placebo Plus Chemotherapy as Neoadjuvant Therapy and Pembrolizumab vs Placebo as Adjuvant Therapy in Participants With Triple Negative Breast Cancer (TNBC) (MK-3475-522/KEYNOTE-522),03/30/2017,[],no
0,both,"[{'id': 707, 'name': 'B-cell lymphoma', 'source': 'DOID'}, {'id': 50745, 'name': 'diffuse large B-cell lymphoma', 'source': 'DOID'}, {'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}]",NCT03036904,Phase I,Recruiting,Weill Medical College of Cornell University,"[{'id': 5294, 'therapyName': 'Venetoclax + DA-EPOCH-R'}]",Study of Venetoclax Plus DA-EPOCH-R for the Treatment of Aggressive B-Cell Lymphomas (V+DA-EPOCH-R),04/30/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}, {'id': 3973, 'name': 'thyroid medullary carcinoma', 'source': 'DOID'}, {'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT03037385,Phase I,Recruiting,Blueprint Medicines Corporation,"[{'id': 5530, 'therapyName': 'BLU-667'}]","Phase 1 Study of BLU-667 in Patients With Thyroid Cancer, Non-Small Cell Lung Cancer, and Other Advanced Solid Tumors",04/12/2017,"[{'molecularProfile': {'id': 423, 'profileName': 'EGFR act mut'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 18885, 'profileName': 'ALK act mut'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 27139, 'profileName': 'ROS1 act mut'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1249, 'profileName': 'ROS1 fusion'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1232, 'profileName': 'RET mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1326, 'profileName': 'RET rearrange'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 2446, 'profileName': 'ALK fusion'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 50747, 'name': 'lymphoplasmacytic lymphoma', 'source': 'DOID'}, {'id': 50746, 'name': 'mantle cell lymphoma', 'source': 'DOID'}, {'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}]",NCT03037645,Phase Ib/II,Recruiting,Sunesis Pharmaceuticals,"[{'id': 5281, 'therapyName': 'SNS-062'}]","Safety, PK, PD, and Antitumor Activity of SNS-062 in B Lymphoid Cancers",05/19/2017,[],no
0,female,"[{'id': 2152, 'name': 'ovary epithelial cancer', 'source': 'DOID'}, {'id': 1791, 'name': 'peritoneal carcinoma', 'source': 'DOID'}, {'id': 1964, 'name': 'fallopian tube cancer', 'source': 'DOID'}]",NCT03038100,Phase III,Recruiting,Hoffmann-La Roche,"[{'id': 2370, 'therapyName': 'Atezolizumab + Bevacizumab + Carboplatin + Paclitaxel'}, {'id': 1152, 'therapyName': 'Bevacizumab + Carboplatin + Paclitaxel'}]","A Study of Atezolizumab Versus Placebo in Combination With Paclitaxel, Carboplatin, and Bevacizumab in Participants With Newly-Diagnosed Stage III or Stage IV Ovarian, Fallopian Tube, or Primary Peritoneal Cancer (IMagyn050)",03/09/2017,[],no
0,both,"[{'id': 3498, 'name': 'pancreatic ductal adenocarcinoma', 'source': 'DOID'}]",NCT03038477,Phase II,Recruiting,"University of Colorado, Denver","[{'id': 1356, 'therapyName': 'Durvalumab'}]",A Study of Durvalumab in Patients With Borderline Resectable Pancreas Adenocarcinoma Following Neoadjuvant Therapy and Successful Surgical Resection,05/31/2017,[],no
0,both,"[{'id': 707, 'name': 'B-cell lymphoma', 'source': 'DOID'}]",NCT03038672,Phase II,Not yet recruiting,National Cancer Institute (NCI),"[{'id': 2526, 'therapyName': 'Nivolumab + Varlilumab'}, {'id': 1312, 'therapyName': 'Nivolumab'}]",Nivolumab With or Without Varlilumab in Treating Patients With Relapsed or Refractory Aggressive B-cell Lymphomas,02/09/2017,[],no
0,both,"[{'id': 50873, 'name': 'follicular lymphoma', 'source': 'DOID'}]",NCT03039114,Phase I,Recruiting,Incyte Corporation,"[{'id': 6260, 'therapyName': 'Bendamustine + INCB050465 + Obinutuzumab'}]",Study Evaluating Safety and Efficacy of INCB050465 Combined With Bendamustine and Obinutuzumab in Relapsed or Refractory Follicular Lymphoma (CITADEL-102),09/29/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT03040973,FDA approved,Recruiting,Novartis Pharmaceuticals,"[{'id': 1065, 'therapyName': 'Capmatinib'}]",Roll-over Study for Patients With cMET-dependent Malignancies Who Previously Completed a Novartis Capmatinib Study,08/25/2017,"[{'molecularProfile': {'id': 1629, 'profileName': 'MET amp'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 2096, 'profileName': 'MET act mut'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 5392, 'profileName': 'MET over exp'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 1793, 'name': 'pancreatic cancer', 'source': 'DOID'}]",NCT03040986,Phase II,Not yet recruiting,National Cancer Institute (NCI),"[{'id': 913, 'therapyName': 'Selumetinib'}]",Selumetinib Sulfate in Treating Patients With Locally Advanced or Metastatic Pancreatic Cancer With KRAS G12R Mutations,02/06/2017,"[{'molecularProfile': {'id': 1732, 'profileName': 'KRAS G12R'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 8618, 'name': 'oral cavity cancer', 'source': 'DOID'}, {'id': 2596, 'name': 'larynx cancer', 'source': 'DOID'}, {'id': 8533, 'name': 'hypopharynx cancer', 'source': 'DOID'}, {'id': 8557, 'name': 'oropharynx cancer', 'source': 'DOID'}]",NCT03040999,Phase III,Recruiting,Merck Sharp & Dohme Corp.,"[{'id': 3256, 'therapyName': 'Cisplatin + Pembrolizumab'}, {'id': 700, 'therapyName': 'Cisplatin'}]",Study of Pembrolizumab (MK-3475) or Placebo With Chemoradiation in Participants With Locally Advanced Head and Neck Squamous Cell Carcinoma (MK-3475-412/KEYNOTE-412),03/30/2017,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT03041181,Phase II,Recruiting,"Nasser Hanna, M.D.","[{'id': 5288, 'therapyName': 'Docetaxel + Nivolumab'}, {'id': 720, 'therapyName': 'Docetaxel'}]",Docetaxel Plus Nivolumab or Docetaxel Alone in Patients With Advanced Non-squamous NSCLC Previously Treated With Nivolumab,02/06/2017,[],no
0,both,"[{'id': 5409, 'name': 'lung small cell carcinoma', 'source': 'DOID'}]",NCT03041311,Phase II,Recruiting,"G1 Therapeutics, Inc.","[{'id': 5541, 'therapyName': 'Atezolizumab + Carboplatin + Etoposide + Trilaciclib'}, {'id': 4164, 'therapyName': 'Atezolizumab + Carboplatin + Etoposide'}]","Carboplatin, Etoposide, and Atezolizumab With or Without Trilaciclib (G1T28), a CDK 4/6 Inhibitor, in Extensive Stage Small Cell Lung Cancer (SCLC)",05/05/2017,[],no
0,both,"[{'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}]",NCT03041636,Phase II,Recruiting,M.D. Anderson Cancer Center,"[{'id': 907, 'therapyName': 'Ruxolitinib'}]",Administration of Jakafi (Ruxolitinib) to Patients With High-Risk Chronic Lymphocytic Leukemia (CLL),03/14/2017,[],no
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT03041688,Phase I,Not yet recruiting,National Cancer Institute (NCI),"[{'id': 6185, 'therapyName': 'AMG 232 + Decitabine'}]","MDM2 Inhibitor AMG-232 and Decitabine in Treating Patients With Relapsed, Refractory, or Newly-Diagnosed Acute Myeloid Leukemia",09/11/2017,"[{'molecularProfile': {'id': 642, 'profileName': 'TP53 wild-type'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 4051, 'name': 'alveolar rhabdomyosarcoma', 'source': 'DOID'}, {'id': 3246, 'name': 'embryonal rhabdomyosarcoma', 'source': 'DOID'}]",NCT03041701,Phase Ib/II,Recruiting,National Cancer Institute (NCI),"[{'id': 5287, 'therapyName': 'Dasatinib + Ganitumab'}]",Insulin-like Growth Factor 1 Receptor (IGF-1R) Antibody AMG479 (Ganitumab) in Combination With the Src Family Kinase (SFK) Inhibitor Dasatinib in People With Embryonal and Alveolar Rhabdomyosarcoma,03/01/2017,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT03042013,Phase II,Withdrawn,"Astellas Pharma Global Development, Inc.","[{'id': 1082, 'therapyName': 'ASP8273'}]",A Study for Subjects Who Are Participating in an Astellas-sponsored ASP8273 Study,07/12/2017,"[{'molecularProfile': {'id': 423, 'profileName': 'EGFR act mut'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 4944, 'name': 'gastroesophageal junction adenocarcinoma', 'source': 'DOID'}, {'id': 3717, 'name': 'gastric adenocarcinoma', 'source': 'DOID'}]",NCT03042611,Phase III,Recruiting,LSK BioPartners Inc.,"[{'id': 986, 'therapyName': 'Apatinib'}]",Efficacy and Safety Trial of Apatinib Plus Best Supportive Care Compared to Placebo Plus Best Supportive Care in Patients With Gastric Cancer,06/19/2017,[],no
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}, {'id': 50908, 'name': 'myelodysplastic syndrome', 'source': 'DOID'}, {'id': 4971, 'name': 'myelofibrosis', 'source': 'DOID'}]",NCT03042689,Phase I,Not yet recruiting,Massachusetts General Hospital,"[{'id': 890, 'therapyName': 'Regorafenib'}]",Study of Regorafenib in Patients With Advanced Myeloid Malignancies,02/06/2017,[],no
0,female,"[{'id': 50933, 'name': 'ovarian serous carcinoma', 'source': 'DOID'}]",NCT03042702,Phase II,Recruiting,Cellceutix Corporation,"[{'id': 2999, 'therapyName': 'thioureidobutyronitrile'}]",A Phase 2 Study of Kevetrin in Subjects With Ovarian Cancer,02/21/2017,[],no
0,both,"[{'id': 1115, 'name': 'sarcoma', 'source': 'DOID'}]",NCT03042819,Phase I,Recruiting,"University Health Network, Toronto","[{'id': 5286, 'therapyName': 'Selinexor + Doxorubicin'}]",Study of Selinexor and Doxorubicin in Advanced Soft Tissue Sarcomas,06/01/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT03042910,Phase I,Completed,"Medivation, Inc. ","[{'id': 682, 'therapyName': 'Talazoparib'}]",A Study to Assess the Effects of Talazoparib on Cardiac Repolarization in Patients With Advanced Solid Tumors,08/23/2017,[],no
0,both,"[{'id': 1996, 'name': 'rectum adenocarcinoma', 'source': 'DOID'}, {'id': 234, 'name': 'colon adenocarcinoma', 'source': 'DOID'}]",NCT03043313,Phase II,Recruiting,Academic and Community Cancer Research United,"[{'id': 1560, 'therapyName': 'ARRY-380 + Trastuzumab'}]",Tucatinib (ONT-380) and Trastuzumab for Patients With HER2-positive Metastatic Colorectal Cancer (MOUNTAINEER)Tucatinib (ONT-380) and Trastuzumab for Patients With HER2-positive Metastatic Colorectal Cancer (MOUNTAINEER) (MOUNTAINEER),07/06/2017,"[{'molecularProfile': {'id': 531, 'profileName': 'ERBB2 amp'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1270, 'profileName': 'ERBB2 over exp'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 496, 'profileName': 'KRAS wild-type'}, 'requirementType': 'required'}, {'molecularProfile': {'id': 481, 'profileName': 'NRAS wild-type'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 5409, 'name': 'lung small cell carcinoma', 'source': 'DOID'}]",NCT03043599,Phase Ib/II,Recruiting,H. Lee Moffitt Cancer Center and Research Institute,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Ipilimumab + Nivolumab w/Thoracic Radiotherapy for Extensive-Stage Small Cell Lung Cancer,02/16/2017,[],no
0,both,"[{'id': 50626, 'name': 'gastrointestinal neuroendocrine tumor', 'source': 'DOID'}, {'id': 1798, 'name': 'pancreatic endocrine carcinoma', 'source': 'DOID'}]",NCT03043664,Phase Ib/II,Recruiting,Duke University,"[{'id': 6129, 'therapyName': 'Lanreotide Depot + Pembrolizumab'}]",Study of Pembrolizumab With Lanreotide Depot for Gastroenteropancreatic Neuroendocrine Tumors (PLANET),08/18/2017,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT03043807,Phase II,Recruiting,Sidney Kimmel Comprehensive Cancer Center,"[{'id': 3945, 'therapyName': 'Bicalutamide + Docetaxel + Leuprolide'}]",A Study of Definitive Therapy to Treat Prostate Cancer After Prostatectomy,03/23/2017,[],no
0,both,"[{'id': 5409, 'name': 'lung small cell carcinoma', 'source': 'DOID'}]",NCT03043872,Phase III,Recruiting,AstraZeneca,"[{'id': 5305, 'therapyName': 'MEDI4736 + Tremelimumab + Carboplatin + Cisplatin + Etoposide'}, {'id': 5306, 'therapyName': 'MEDI4736 + Carboplatin + Cisplatin + Etoposide'}, {'id': 4728, 'therapyName': 'Carboplatin + Cisplatin + Etoposide'}]",Durvalumab+/- Tremelimumab in Combination With Platinum Based Chemotherapy in Untreated Extensive-Stage Small Cell Lung Cancer (Caspian),04/26/2017,[],no
0,both,"[{'id': 5041, 'name': 'esophageal cancer', 'source': 'DOID'}, {'id': 4944, 'name': 'gastroesophageal junction adenocarcinoma', 'source': 'DOID'}]",NCT03044613,Phase I,Recruiting,Sidney Kimmel Comprehensive Cancer Center,"[{'id': 5304, 'therapyName': 'Nivolumab + Ipilimumab + Carboplatin + Paclitaxel'}, {'id': 5303, 'therapyName': 'Nivolumab + Carboplatin + Paclitaxel'}]",Nivolumab or Nivolumab/Ipilimumab Prior to Chemoradiation Plus Nivolumab With II/III Gastro/Esophageal Cancer,06/20/2017,[],no
0,both,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}, {'id': 60080, 'name': 'Her2-receptor negative breast cancer', 'source': 'DOID'}, {'id': 60081, 'name': 'triple-receptor negative breast cancer', 'source': 'DOID'}]",NCT03044730,Phase II,Recruiting,Northwestern University,"[{'id': 4022, 'therapyName': 'Capecitabine + Pembrolizumab'}]",Pembrolizumab and Capecitabine in Treating Patients With Locally Advanced or Metastatic Triple Negative or Hormone-Refractory Breast Cancer That Cannot Be Removed by Surgery,06/09/2017,"[{'molecularProfile': {'id': 1184, 'profileName': 'ERBB2 neg'}, 'requirementType': 'partial'}]",yes
